SKILL,TITLE,STEPS,NOTES,FOOTAGE,VOICEOVER,MUSIC,REVIEW,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in the control function are wearing appropriate PPE for performing retention operations and that appropriate hand tools have been selected.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select a location to efficiently and safely perform the retention operation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Evaluate the rate of flow of the leak to determine the required capacity of the retention vessel.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: Working as a team, retain the hazardous liquid so that it can no longer flow.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 6: Upon mitigation of the incident, place any contaminated material, such as clothing, in an approved container for transport to a disposal location.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Seal and label the container and document appropriate information for department records.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Decontaminate tools.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Advance to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
13-6,Perform vapor suppression. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in control functions are wearing appropriate PPE for performing vapor suppression operations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select a location to efficiently and safely perform the vapor suppression operation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Evaluate the quantity and surface area of the hazardous material that has leaked.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Determine the appropriate type of foam for the type of hazardous material present.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 6: Working as a team, deploy the foam eductor and foam, and advance the hoseline and foam nozzle to a position from which to apply the foam.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Flow hoseline until finished foam is produced at the nozzle.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Apply finished foam in an even layer covering the entire hazardous material spill area.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 9: Upon mitigation of the incident, place any contaminated material, such as clothing, in an approved container for transportation to a disposal location.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Seal and label the container and document appropriate information for department records.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Decontaminate tools.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 12: Advance to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 13: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
13-7,Perform vapor dispersion. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in the control function are wearing appropriate PPE for performing vapor dispersion operations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select a location to efficiently and safely perform the vapor dispersion operation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 4: Working as a team, advance the hoseline to a position to apply agent through vapor cloud to disperse vapors.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: Constantly monitor the leak concentration, wind direction, exposed personnel, environmental impact, and water stream effectiveness.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 6: Upon mitigation of the incident, place any contaminated material, such as clothing, in an approved container for transportation to a disposal location.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Seal and label the container and document appropriate information for department records.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Decontaminate tools.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Advance to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
13-8,Perform dilution. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in the control function are wearing appropriate PPE for performing dilution operations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Select a location to efficiently and safely perform dilution operations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Evaluate the rate of flow of the leak to determine the required capacity of the retention area and the quantity of water required to dilute the material.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: Working as a team, monitor and assess the leak, and advance hoselines and tools to retention area.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Flow water to dilute spilled material.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Monitor any diking or dams to ensure integrity of retention area.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 8: Upon mitigation of the incident, place any contaminated material, such as clothing, in an approved container for transportation to a disposal location.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Seal and label the container and document appropriate information for department records.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Decontaminate tools.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Advance to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 12: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
13-9,Perform remote valve shutoff or activate emergency shutoff device. ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Ensure proper product control technique is chosen.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Ensure that all responders involved in control functions are wearing appropriate PPE for performing remote valve shutoff operations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Identify and locate the emergency remote control valve and/or emergency shutoff device.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Operate the remote control valve and/or emergency shutoff device properly.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: If necessary, decontaminate tools and advance to decontamination line for decontamination.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Notify the Incident Commander of the completed objective.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Complete required reports and supporting documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
14-1,Demonstrate evidence preservation and sampling.,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 1: Identity incident with potential violation of criminal statues or governmental regulations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Identify law enforcement agency with jurisdiction over evidence and evidence collection.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Prepare an evidence collection plan and evidence collection kit for use.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Follow all safety procedures to ensure safe entry into hot zone.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Ensure that all responders involved in evidence collection are wearing appropriate PPE for performing evidence collection operations in the hot zone.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Document all personnel entering hot zone to ensure proper documentation for chain of custody purposes.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Enter the scene.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 8: Document evidence using photography, sketches, and/or video as determined by the AHJ�s SOPs.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 9: Collect sample and prepare for field screening of corrosivity, flammability, oxidizers, radioactivity, volatile organic compounds, and fluorides following AHJ�s SOPs and protocols for field screening for admission into a forensic laboratory system.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"NOTE: Bomb squad personnel should conduct field screening for explosives or materials that can cause violent or toxic reactions should be conducted by bomb squad personnel. If explosives are found, withdraw and follow bomb squad instructions on how to proceed.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Seal sample container with tamper-proof seal.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 11: Label the seal with date, time, and initials/name of person collecting sample.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 12: Document sample location through photograph and/or written documentation.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 13: Put sample into secondary container, such as zip-top bag.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 14: Label secondary container.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 15: Proceed to decontamination line for decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 16: Decontaminate exterior of secondary container while proceeding through decontamination.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"NOTE: If any evidence changes custody during decontamination, document on chain of custody form.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 17: Follow laboratory instructions for packaging evidence for transportation, ensuring that documentation of chain of custody is performed.",,,,,,,,,,,,,,,,,,,,,,,,,
15-1,Identify and avoid booby traps at an illicit laboratory.,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Upon suspicion of an illicit lab, notify Explosive Ordnance Device (EOD) personnel of possible response.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 2: Make preparations for safe entry, including appropriate PPE and correct safety procedures.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Maintain situational awareness at all times.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 4: Approach the scene carefully, looking for anything suspicious or unusual.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 5: Before opening doors or windows, examine for any signs of tampering or booby traps. Start low and work upwards, looking for wires, trigger devices, or items that may fall upon opening.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 6: If nothing is found, open door slowly and carefully. Proceed cautiously into room.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 7: Upon entering, do not touch or change the environment in any way. This includes but is not limited to turning lights or HVAC units on or off or turning electricity to building off.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 8: Examine the room in sections; floor to waist, waist to chin, chin to ceiling, and false ceilings if applicable. Look for wires, bottles, pipes, trip wires, or anything out of the ordinary or that arouses your curiosity.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 9: If any suspicious items are noticed, back out of the area, retracing your footsteps. Contact the Explosive Ordnance Device (EOD) personnel immediately.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 10: Upon their arrival, brief bomb squad personnel on findings.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 11: Follow Explosive Ordnance Device (EOD) personnel instructions for proceeding.,,,,,,,,,,,,,,,,,,,,,,,,,
15-2,Perform operations at an illicit laboratory hazardous materials incident.  ,"WARNING!: If this skill involves the use of actual hazardous material samples, hazardous materials can cause serious injury or fatality. Appropriate personal protective equipment (PPE) must be worn and safety precautions must be followed. The following skill sheet demonstrates general steps_ specific hazmat incidents may differ in procedure. Always follow AHJ procedures for specific incidents.",,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 1: Work under guidance of hazmat technician, allied professional, including law enforcement personnel or others with similar authority, an emergency response plan, or SOPs.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 2: Secure the scene.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 3: Identify type of laboratory.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 4: Identify potential hazards.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 5: Select and use appropriate PPE.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 6: Protect exposures and personnel.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 7: Follow safety procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 8: Minimize/avoid hazards.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 9: Use appropriate control procedures.,,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 10: Identify and preserve evidence.,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Step 11: Decontaminate personnel, victims, tools, and equipment.",,,,,,,,,,,,,,,,,,,,,,,,,
,,Step 12: Document and report evidence and operations.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
